0.04435276985168457
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.016681005372000592 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.311
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.016681005372000592 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.360 | MinDCF =0.313
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.016681005372000592 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.981
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.016681005372000592 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.900 | MinDCF =0.978
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.828
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.909
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.590
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.792
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.729
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.138 | MinDCF =0.738
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.518
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.573 | MinDCF =0.524
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.590 | MinDCF =0.991
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.712
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.656 | MinDCF =0.716
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.308
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.353 | MinDCF =0.309
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.979
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.027825594022071243 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.873 | MinDCF =0.976
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.918
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.958
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.435
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.692
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.990
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.743
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.476 | MinDCF =0.750
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.602
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.635 | MinDCF =0.602
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.876 | MinDCF =0.992
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.708
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.655 | MinDCF =0.706
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.307
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.355 | MinDCF =0.308
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.977
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.046415888336127774 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.895 | MinDCF =0.976
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.915
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.957
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.626
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.774
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.892
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.805 | MinDCF =0.893
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.499
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.616 | MinDCF =0.505
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.985
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.354 | MinDCF =0.983
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.627
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.524 | MinDCF =0.623
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.289
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.334 | MinDCF =0.290
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.976
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.0774263682681127 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.815 | MinDCF =0.977
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.914
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.956
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.712
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.803
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.991
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.989
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.897
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.111 | MinDCF =0.897
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.703
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.731 | MinDCF =0.709
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =4.200 | MinDCF =0.992
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.569
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.396 | MinDCF =0.570
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.274
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.327 | MinDCF =0.276
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.981
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1291549665014884 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.877 | MinDCF =0.981
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.905
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.028 | MinDCF =0.951
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.723
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =0.943 | MinDCF =0.784
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =8.397 | MinDCF =0.995
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.892
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.308 | MinDCF =0.888
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.573
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.587 | MinDCF =0.583
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.991
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.559 | MinDCF =0.994
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.552
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.383 | MinDCF =0.555
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.270
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.319 | MinDCF =0.271
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.978
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.21544346900318834 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.810 | MinDCF =0.977
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.865
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =0.880 | MinDCF =0.863
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.716
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =0.794 | MinDCF =0.718
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.991
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =7.059 | MinDCF =0.995
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.884
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.312 | MinDCF =0.884
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.459
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.576 | MinDCF =0.460
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.981
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =3.451 | MinDCF =0.981
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.546
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.243 | MinDCF =0.550
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.272
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.298 | MinDCF =0.273
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.977
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.3593813663804626 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.740 | MinDCF =0.978
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.884
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =2.590 | MinDCF =0.903
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.564
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =0.961 | MinDCF =0.603
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.988
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =7.022 | MinDCF =0.994
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.881
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.528 | MinDCF =0.880
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.483
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.866 | MinDCF =0.484
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.928
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =6.127 | MinDCF =0.933
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.551
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.464 | MinDCF =0.550
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.281
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.324 | MinDCF =0.281
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.983
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.776 | MinDCF =0.984
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.562
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =2.136 | MinDCF =0.566
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.300
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =0.374 | MinDCF =0.308
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.990
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.602 | MinDCF =0.991
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =0.945 | MinDCF =0.877
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =2.413 | MinDCF =0.877
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =0.868 | MinDCF =0.540
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =0.700 | MinDCF =0.570
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =7.738 | MinDCF =0.920
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Normalized | Calibrated | PCA = 8 | ActDCF =4.588 | MinDCF =0.915
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.617
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.702 | MinDCF =0.616
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.286
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =0.355 | MinDCF =0.295
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.981
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Normalized | Calibrated | PCA = 8 | ActDCF =1.846 | MinDCF =0.981
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.658
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.824
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.401
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.699
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.996
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.703
