Full | Raw | PCA = 5 | ActDCF =0.397 | MinDCF =0.394
Full | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.384
Full | Raw | PCA = 7 | ActDCF =0.364 | MinDCF =0.352
Full | Raw | PCA = 8 | ActDCF =0.357 | MinDCF =0.345
Full | Raw | PCA = 9 | ActDCF =0.321 | MinDCF =0.321
Full | Raw | PCA = 10 | ActDCF =0.370 | MinDCF =0.327
Full | Raw | PCA = 11 | ActDCF =0.362 | MinDCF =0.312
Full | Normalized | PCA = 5 | ActDCF =0.426 | MinDCF =0.384
Full | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.365
Full | Normalized | PCA = 7 | ActDCF =0.333 | MinDCF =0.325
Full | Normalized | PCA = 8 | ActDCF =0.315 | MinDCF =0.308
Full | Normalized | PCA = 9 | ActDCF =0.319 | MinDCF =0.307
Full | Normalized | PCA = 10 | ActDCF =0.316 | MinDCF =0.299
Full | Normalized | PCA = 11 | ActDCF =0.320 | MinDCF =0.304
Bayes | Raw | PCA = 5 | ActDCF =0.433 | MinDCF =0.414
Bayes | Raw | PCA = 6 | ActDCF =0.422 | MinDCF =0.414
Bayes | Raw | PCA = 7 | ActDCF =0.400 | MinDCF =0.396
Bayes | Raw | PCA = 8 | ActDCF =0.395 | MinDCF =0.389
Bayes | Raw | PCA = 9 | ActDCF =0.393 | MinDCF =0.383
Bayes | Raw | PCA = 10 | ActDCF =0.424 | MinDCF =0.387
Bayes | Raw | PCA = 11 | ActDCF =0.422 | MinDCF =0.384
Bayes | Normalized | PCA = 5 | ActDCF =0.473 | MinDCF =0.450
Bayes | Normalized | PCA = 6 | ActDCF =0.428 | MinDCF =0.423
Bayes | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.432
Bayes | Normalized | PCA = 8 | ActDCF =0.427 | MinDCF =0.420
Bayes | Normalized | PCA = 9 | ActDCF =0.429 | MinDCF =0.421
Bayes | Normalized | PCA = 10 | ActDCF =0.421 | MinDCF =0.411
Bayes | Normalized | PCA = 11 | ActDCF =0.415 | MinDCF =0.400
Tied | Raw | PCA = 5 | ActDCF =0.425 | MinDCF =0.420
Tied | Raw | PCA = 6 | ActDCF =0.407 | MinDCF =0.397
Tied | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.371
Tied | Raw | PCA = 8 | ActDCF =0.368 | MinDCF =0.362
Tied | Raw | PCA = 9 | ActDCF =0.347 | MinDCF =0.338
Tied | Raw | PCA = 10 | ActDCF =0.351 | MinDCF =0.337
Tied | Raw | PCA = 11 | ActDCF =0.341 | MinDCF =0.334
Tied | Normalized | PCA = 5 | ActDCF =0.421 | MinDCF =0.384
Tied | Normalized | PCA = 6 | ActDCF =0.397 | MinDCF =0.368
Tied | Normalized | PCA = 7 | ActDCF =0.391 | MinDCF =0.380
Tied | Normalized | PCA = 8 | ActDCF =0.386 | MinDCF =0.383
Tied | Normalized | PCA = 9 | ActDCF =0.364 | MinDCF =0.356
Tied | Normalized | PCA = 10 | ActDCF =0.364 | MinDCF =0.354
Tied | Normalized | PCA = 11 | ActDCF =0.360 | MinDCF =0.356
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.552 | MinDCF =0.476
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.409 | MinDCF =0.334
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.377 | MinDCF =0.341
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.319
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.323 | MinDCF =0.309
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.323 | MinDCF =0.303
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.322 | MinDCF =0.297
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.321 | MinDCF =0.299
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.485 | MinDCF =0.370
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.480 | MinDCF =0.381
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.417 | MinDCF =0.355
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.409 | MinDCF =0.363
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.405 | MinDCF =0.345
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.383 | MinDCF =0.352
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.363 | MinDCF =0.330
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.372 | MinDCF =0.340
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.357 | MinDCF =0.330
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.330
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.325 | MinDCF =0.315
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.323 | MinDCF =0.313
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.326 | MinDCF =0.317
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.338 | MinDCF =0.326
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.401 | MinDCF =0.400
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.399 | MinDCF =0.398
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.424 | MinDCF =0.423
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.427 | MinDCF =0.426
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.423 | MinDCF =0.423
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.422 | MinDCF =0.421
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.420 | MinDCF =0.419
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.418 | MinDCF =0.418
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.418 | MinDCF =0.418
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.422 | MinDCF =0.421
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.416 | MinDCF =0.415
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.415 | MinDCF =0.414
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.415 | MinDCF =0.414
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.415 | MinDCF =0.414
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.414 | MinDCF =0.414
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.414 | MinDCF =0.414
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.423 | MinDCF =0.422
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.424 | MinDCF =0.423
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.423 | MinDCF =0.422
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.421 | MinDCF =0.420
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.419 | MinDCF =0.418
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.419 | MinDCF =0.418
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.419 | MinDCF =0.418
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.886 | MinDCF =0.397
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.886 | MinDCF =0.396
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.886 | MinDCF =0.394
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.886 | MinDCF =0.394
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.907 | MinDCF =0.624
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.907 | MinDCF =0.625
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.907 | MinDCF =0.624
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.907 | MinDCF =0.624
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.907 | MinDCF =0.624
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.907 | MinDCF =0.626
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.907 | MinDCF =0.623
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.636 | MinDCF =0.392
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.679 | MinDCF =0.645
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.679 | MinDCF =0.644
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.679 | MinDCF =0.645
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.679 | MinDCF =0.645
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.679 | MinDCF =0.644
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.679 | MinDCF =0.645
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.679 | MinDCF =0.644
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.886 | MinDCF =0.397
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.886 | MinDCF =0.395
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.886 | MinDCF =0.394
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.886 | MinDCF =0.394
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.886 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.907 | MinDCF =0.633
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.907 | MinDCF =0.636
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.907 | MinDCF =0.636
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.907 | MinDCF =0.638
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.907 | MinDCF =0.636
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.907 | MinDCF =0.636
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.907 | MinDCF =0.637
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 5 | ActDCF =0.636 | MinDCF =0.392
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 6 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 7 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 8 | ActDCF =0.635 | MinDCF =0.393
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 9 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 10 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Raw | PCA = 11 | ActDCF =0.635 | MinDCF =0.392
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 5 | ActDCF =0.679 | MinDCF =0.650
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 6 | ActDCF =0.679 | MinDCF =0.650
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 7 | ActDCF =0.679 | MinDCF =0.648
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 8 | ActDCF =0.679 | MinDCF =0.648
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 9 | ActDCF =0.679 | MinDCF =0.648
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 10 | ActDCF =0.679 | MinDCF =0.648
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Raw | PCA = 11 | ActDCF =0.679 | MinDCF =0.648
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.546 | MinDCF =0.378
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.577 | MinDCF =0.384
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.581 | MinDCF =0.383
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.592 | MinDCF =0.376
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.591 | MinDCF =0.378
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.597 | MinDCF =0.383
SVM RBF | K = 0.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.596 | MinDCF =0.384
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.277 | MinDCF =0.276
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 6 | ActDCF =0.272 | MinDCF =0.271
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 7 | ActDCF =0.273 | MinDCF =0.272
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 8 | ActDCF =0.282 | MinDCF =0.281
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 9 | ActDCF =0.288 | MinDCF =0.285
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 10 | ActDCF =0.289 | MinDCF =0.286
SVM RBF | K = 0.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 11 | ActDCF =0.281 | MinDCF =0.277
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.533 | MinDCF =0.361
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.579 | MinDCF =0.373
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.586 | MinDCF =0.369
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.596 | MinDCF =0.370
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.601 | MinDCF =0.374
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.610 | MinDCF =0.382
SVM RBF | K = 0.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.612 | MinDCF =0.385
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.274 | MinDCF =0.273
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 6 | ActDCF =0.271 | MinDCF =0.270
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 7 | ActDCF =0.278 | MinDCF =0.276
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 8 | ActDCF =0.277 | MinDCF =0.276
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 9 | ActDCF =0.283 | MinDCF =0.281
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 10 | ActDCF =0.285 | MinDCF =0.283
SVM RBF | K = 0.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 11 | ActDCF =0.282 | MinDCF =0.280
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.364 | MinDCF =0.344
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.361 | MinDCF =0.331
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.321
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.327 | MinDCF =0.321
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.320 | MinDCF =0.316
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.323 | MinDCF =0.315
SVM RBF | K = 1.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.325 | MinDCF =0.316
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.907 | MinDCF =0.480
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 6 | ActDCF =0.907 | MinDCF =0.538
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 7 | ActDCF =0.907 | MinDCF =0.554
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 8 | ActDCF =0.907 | MinDCF =0.569
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 9 | ActDCF =0.907 | MinDCF =0.572
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 10 | ActDCF =0.907 | MinDCF =0.573
SVM RBF | K = 1.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 11 | ActDCF =0.907 | MinDCF =0.570
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.340 | MinDCF =0.338
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.338 | MinDCF =0.332
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.338 | MinDCF =0.319
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.346 | MinDCF =0.327
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.352 | MinDCF =0.328
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.347 | MinDCF =0.336
SVM RBF | K = 1.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.343 | MinDCF =0.334
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.675 | MinDCF =0.508
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 6 | ActDCF =0.675 | MinDCF =0.561
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 7 | ActDCF =0.675 | MinDCF =0.579
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 8 | ActDCF =0.675 | MinDCF =0.582
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 9 | ActDCF =0.675 | MinDCF =0.577
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 10 | ActDCF =0.675 | MinDCF =0.583
SVM RBF | K = 1.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 11 | ActDCF =0.675 | MinDCF =0.582
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.364 | MinDCF =0.346
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.360 | MinDCF =0.331
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.323 | MinDCF =0.321
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.328 | MinDCF =0.321
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.321 | MinDCF =0.316
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.322 | MinDCF =0.316
SVM RBF | K = 10.0 | C = 0.5 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.323 | MinDCF =0.317
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.907 | MinDCF =0.480
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 6 | ActDCF =0.907 | MinDCF =0.538
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 7 | ActDCF =0.907 | MinDCF =0.554
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 8 | ActDCF =0.907 | MinDCF =0.569
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 9 | ActDCF =0.907 | MinDCF =0.572
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 10 | ActDCF =0.907 | MinDCF =0.573
SVM RBF | K = 10.0 | C = 0.5 | gamma = 10.0 | Normalized | PCA = 11 | ActDCF =0.907 | MinDCF =0.570
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 5 | ActDCF =0.340 | MinDCF =0.337
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 6 | ActDCF =0.338 | MinDCF =0.325
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 7 | ActDCF =0.341 | MinDCF =0.319
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 8 | ActDCF =0.346 | MinDCF =0.329
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 9 | ActDCF =0.352 | MinDCF =0.328
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 10 | ActDCF =0.348 | MinDCF =0.336
SVM RBF | K = 10.0 | C = 1.0 | gamma = 1.0 | Normalized | PCA = 11 | ActDCF =0.345 | MinDCF =0.334
SVM RBF | K = 10.0 | C = 1.0 | gamma = 10.0 | Normalized | PCA = 5 | ActDCF =0.675 | MinDCF =0.508
